4;58.63342144618893;115.0766210593128;0.0
Polyline N 1
Vertex N 1;58.615411737036275;115.2241863560813;0.0
Vertex N 2;58.615412021862845;115.22417589552413;0.0
Vertex N 3;58.61539673751541;115.22398482734398;0.0
Vertex N 4;58.61539544714852;115.22397712861833;0.0
Vertex N 5;58.615359344878854;115.2238396518073;0.0
Vertex N 6;58.61535719003428;115.22383372075977;0.0
Vertex N 7;58.61526938750967;115.22365220531539;0.0
Vertex N 8;58.61526919058751;115.22365180847773;0.0
Vertex N 9;58.6150528958901;115.2232232412466;0.0
Vertex N 10;58.61505081803612;115.22321987458407;0.0
Vertex N 11;58.6147519987639;115.22282827506307;0.0
Vertex N 12;58.61475187330549;115.22282811952132;0.0
Vertex N 13;58.61447159728396;115.22246940592954;0.0
Vertex N 14;58.614243550055626;115.22217345726907;0.0
Vertex N 15;58.614189638537766;115.22205139435601;0.0
Vertex N 16;58.61405519964779;115.22152256145698;0.0
Vertex N 17;58.61405495853484;115.22152168261908;0.0
Vertex N 18;58.61397938440754;115.221251217788;0.0
Vertex N 19;58.6139788661421;115.2212495459602;0.0
Vertex N 20;58.61390065476213;115.22101416980078;0.0
Vertex N 21;58.61389220534041;115.22100283700978;0.0
Vertex N 22;58.61388205560224;115.22100625844028;0.0
Vertex N 23;58.6138761426654;115.22102245267536;0.0
Vertex N 24;58.61387793678649;115.22104190580114;0.0
Vertex N 25;58.61395587999329;115.2212764545112;0.0
Vertex N 26;58.61403109687494;115.22154560958627;0.0
Vertex N 27;58.61416616947449;115.222076906193;0.0
Vertex N 28;58.61416799306188;115.22208226732289;0.0
Vertex N 29;58.61422418624193;115.22220952175196;0.0
Vertex N 30;58.61422691754396;115.2222142167203;0.0
Vertex N 31;58.6144565327751;115.22251220438366;0.0
Vertex N 32;58.614456604469446;115.22251229080513;0.0
Vertex N 33;58.61473686246737;115.22287097007516;0.0
Vertex N 34;58.615034480896966;115.22326101463702;0.0
Vertex N 35;58.61524973712043;115.22368751135906;0.0
Vertex N 36;58.6153361523454;115.22386612841306;0.0
Vertex N 37;58.61537043339765;115.22399667788585;0.0
Vertex N 38;58.61538497740175;115.22417843269476;0.0
Vertex N 39;58.615346314037794;115.2244607502677;0.0
Vertex N 40;58.615347712445526;115.22448032268294;0.0
Vertex N 41;58.61535592722181;115.22449227497262;0.0
Vertex N 42;58.61536613879503;115.224489594664;0.0
Vertex N 43;58.61537236571869;115.22447384942811;0.0
Polyline N 2
Vertex N 1;58.632534755802546;115.23093953221736;0.0
Vertex N 2;58.63252452666927;115.230941884749;0.0
Vertex N 3;58.63251815564285;115.23095742914477;0.0
Vertex N 4;58.632519382426324;115.23097704489196;0.0
Vertex N 5;58.63252748844583;115.23098926220595;0.0
Vertex N 6;58.63291266109168;115.2311964604715;0.0
